company,board,symbol,isin,trade_no,entry_type,signal_date,entry_date,entry,stop,target1,exit_date,exit_price,exit_reason,hold_sessions,pnl_pct,peak_gain_pct
Energy-Mission Machineries (India) Ltd.,SME,EMMIL,INE0S1L01013,1,early pivot reclaim,2024-05-22,2024-05-23,384.0,353.28,441.6,2024-05-24,352.05,stop -8%,1,-9.82,0.0
Indian Emulsifiers Ltd.,SME,IEML,INE0RRU01016,1,early pivot reclaim,2024-05-23,2024-05-24,441.0,405.72,507.15,2024-05-28,391.05,stop -8%,2,-12.83,0.0
Exicom Tele-Systems Ltd.,Mainboard,EXICOM,INE777F01014,3,early pivot reclaim,2024-05-30,2024-05-31,317.4,292.01,365.01,2024-06-04,276.3,stop -8%,2,-13.95,0.0
Aadhar Housing Finance Ltd.,Mainboard,AADHARHFC,INE883F01010,2,early pivot reclaim,2024-06-03,2024-06-04,345.0,317.4,396.75,2024-11-27,423.9,"time (120 sessions, unproven)",120,21.87,48.0
GSM Foils Ltd.,SME,GSMFOILS,INE0SQY01018,1,early pivot reclaim,2024-06-03,2024-06-04,37.0,34.04,42.55,2026-03-30,167.15,trail (30% off peak after +15%),439,350.26,589.6
Madhusudan Masala Ltd.,SME,MADHUSUDAN,INE0P6701019,3,early pivot reclaim,2024-06-05,2024-06-06,133.0,122.36,152.95,2025-02-12,170.55,"time (120 sessions, unproven)",172,26.73,69.1
Plaza Wires Ltd.,Mainboard,PLAZACABLE,INE0INJ01017,2,early pivot reclaim,2024-06-05,2024-06-06,83.0,76.36,95.45,2024-11-13,75.63,stop -8%,110,-9.88,14.7
Blue Pebble Ltd.,SME,BLUEPEBBLE,INE0SAK01011,2,early pivot reclaim,2024-06-05,2024-06-06,240.0,220.8,276.0,2025-01-09,310.2,"time (120 sessions, unproven)",148,27.75,51.8
Greenhitech Ventures Ltd.,SME,GVL,INE0S0701019,2,early pivot reclaim,2024-06-05,2024-06-06,109.55,100.79,125.98,2024-06-10,100.0,stop -8%,2,-10.22,0.0
Suraj Estate Developers Ltd.,Mainboard,SURAJEST,INE843S01025,3,early pivot reclaim,2024-06-06,2024-06-07,377.0,346.84,433.55,2024-11-18,568.75,trail (30% off peak after +15%),111,49.86,116.9
Juniper Hotels Ltd.,Mainboard,JUNIPER,INE696F01016,2,early pivot reclaim,2024-06-06,2024-06-07,419.0,385.48,481.85,2024-08-20,383.55,stop -8%,49,-9.46,15.4
J.G.Chemicals Ltd.,Mainboard,JGCHEM,INE0MB501011,2,early pivot reclaim,2024-06-06,2024-06-07,222.35,204.56,255.7,2025-01-28,318.5,trail (30% off peak after +15%),160,42.24,106.3
Winsol Engineers Ltd.,SME,WINSOL,INE0S3D01016,2,early pivot reclaim,2024-06-06,2024-06-07,398.15,366.3,457.87,2024-06-10,344.9,stop -8%,1,-14.87,0.0
Go Digit General Insurance Ltd.,Mainboard,GODIGIT,INE03JT01014,1,early pivot reclaim,2024-06-06,2024-06-07,335.05,308.25,385.31,2024-12-02,343.65,"time (120 sessions, unproven)",120,1.57,18.9
Vilas Transcore Ltd.,SME,VILAS,INE0AZY01017,1,early pivot reclaim,2024-06-06,2024-06-07,240.95,221.67,277.09,2025-01-28,376.35,trail (30% off peak after +15%),160,54.69,130.3
Z-Tech (India) Ltd.,SME,ZTECH,INE0ISZ01012,1,early pivot reclaim,2024-06-06,2024-06-07,115.75,106.49,133.11,2025-03-03,506.35,trail (30% off peak after +15%),183,335.95,530.6
Premier Roadlines Ltd.,SME,PRLIND,INE0CFG01012,2,early pivot reclaim,2024-06-07,2024-06-10,109.75,100.97,126.21,2024-10-21,111.25,trail (30% off peak after +15%),91,-0.13,46.5
HOAC Foods India Ltd.,SME,HOACFOODS,INE0S6S01017,1,early pivot reclaim,2024-06-07,2024-06-10,184.0,169.28,211.6,2024-07-10,160.1,stop -8%,21,-14.49,10.3
Aimtron Electronics Ltd.,SME,AIMTRON,INE0RUV01018,1,early pivot reclaim,2024-06-07,2024-06-10,278.95,256.63,320.79,2024-08-05,486.9,trail (30% off peak after +15%),38,73.05,149.7
Medi Assist Healthcare Services Ltd.,Mainboard,MEDIASSIST,INE456Z01021,3,early pivot reclaim,2024-06-10,2024-06-11,543.95,500.43,625.54,2024-12-04,591.4,"time (120 sessions, unproven)",120,7.72,27.4
Nova AgriTech Ltd.,Mainboard,NOVAAGRI,INE02H701025,2,early pivot reclaim,2024-06-10,2024-06-11,66.4,61.09,76.36,2024-06-14,60.11,stop -8%,3,-10.47,0.0
TBI Corn Ltd.,SME,TBI,INE0N2D01013,1,early pivot reclaim,2024-06-10,2024-06-11,229.15,210.82,263.52,2024-08-14,265.0,trail (30% off peak after +15%),44,14.14,65.6
India Shelter Finance Corp.Ltd.,Mainboard,INDIASHLTR,INE922K01024,1,late bloomer (vol-confirmed),2024-06-11,2024-06-12,658.85,606.14,757.68,2024-12-05,663.05,"time (120 sessions, unproven)",120,-0.36,20.2
DCG Cables & Wires Ltd.,SME,DCG,INE0S8401018,2,early pivot reclaim,2024-06-11,2024-06-12,92.8,85.38,106.72,2024-10-29,117.2,trail (30% off peak after +15%),95,24.79,80.7
Awfis Space Solutions Ltd.,Mainboard,AWFIS,INE108V01019,1,early pivot reclaim,2024-06-11,2024-06-12,463.95,426.83,533.54,2025-01-28,624.9,trail (30% off peak after +15%),157,33.69,94.0
Updater Services Ltd.,Mainboard,UDS,INE851I01011,2,early pivot reclaim,2024-06-12,2024-06-13,300.6,276.55,345.69,2024-12-10,380.1,"time (120 sessions, unproven)",122,25.45,44.0
Shree Marutinandan Tubes Ltd.,SME,SHREE,INE0QIS01011,2,early pivot reclaim,2024-06-12,2024-06-13,229.15,210.82,263.52,2024-07-18,210.0,stop -8%,22,-9.86,15.7
Creative Graphics Solutions India Ltd.,SME,CGRAPHICS,INE0R7401011,2,early pivot reclaim,2024-06-13,2024-06-14,190.75,175.49,219.36,2024-06-21,174.0,stop -8%,4,-10.28,0.0
Shivam Chemicals Ltd.,SME,SHIVAM,INE0SGR01013,3,early pivot reclaim,2024-06-13,2024-06-14,52.0,47.84,59.8,2024-11-19,47.2,stop -8%,91,-10.73,15.3
Winsol Engineers Ltd.,SME,WINSOL,INE0S3D01016,3,early pivot reclaim,2024-06-13,2024-06-14,450.0,414.0,517.5,2024-07-09,403.55,stop -8%,16,-11.82,21.7
Associated Coaters Ltd.,SME,ASSOCIATED,INE0RIQ01013,1,early pivot reclaim,2024-06-13,2024-06-14,163.5,150.42,188.02,2024-09-25,256.8,trail (30% off peak after +15%),61,55.56,128.0
Magenta Lifecare Ltd.,SME,MAGENTA,INE0QZ901011,1,early pivot reclaim,2024-06-13,2024-06-14,52.09,47.92,59.9,2024-06-26,47.51,stop -8%,7,-10.29,12.0
3C IT Solutions & Telecoms (India) Ltd.,SME,3CIT,INE0R7D01018,1,early pivot reclaim,2024-06-13,2024-06-14,49.78,45.8,57.25,2024-06-28,44.0,stop -8%,9,-13.11,5.0
Yash Optics & Lens Ltd.,SME,YASHOPTICS,INE0TO601017,3,early pivot reclaim,2024-06-14,2024-06-18,97.05,89.29,111.61,2024-09-26,89.25,stop -8%,69,-9.54,19.9
Energy-Mission Machineries (India) Ltd.,SME,EMMIL,INE0S1L01013,2,early pivot reclaim,2024-06-14,2024-06-18,420.05,386.45,483.06,2024-06-26,381.2,stop -8%,6,-10.75,4.9
Beacon Trusteeship Ltd.,SME,BEACON,INE639X01027,1,early pivot reclaim,2024-06-14,2024-06-18,103.85,95.54,119.43,2024-12-10,105.35,"time (120 sessions, unproven)",120,-0.06,35.9
JNK India Ltd.,Mainboard,JNKINDIA,INE0OAF01028,1,late bloomer (vol-confirmed),2024-06-18,2024-06-19,834.0,767.28,959.1,2024-07-19,735.9,stop -8%,21,-12.76,5.8
Enfuse Solutions Ltd.,SME,ENFUSE,INE0S3X01014,3,early pivot reclaim,2024-06-19,2024-06-20,125.9,115.83,144.78,2024-06-24,115.3,stop -8%,2,-9.92,0.0
K2 Infragen Ltd.,SME,K2INFRA,INE0DEZ01013,1,late bloomer (vol-confirmed),2024-06-19,2024-06-20,187.0,172.04,215.05,2024-10-25,224.4,trail (30% off peak after +15%),88,18.5,72.6
Le Travenues Technology Ltd.,Mainboard,IXIGO,INE0HV901016,1,early pivot reclaim,2024-06-19,2024-06-20,183.7,169.0,211.25,2024-06-20,167.77,stop -8%,0,-9.67,0.0
Radiowalla Network Ltd.,SME,RADIOWALLA,INE430U01019,3,early pivot reclaim,2024-06-20,2024-06-21,126.25,116.15,145.19,2024-10-04,115.05,stop -8%,64,-10.37,3.5
Sattrix Information Security Ltd.,SME,SATTRIX,INE0QUV01010,1,early pivot reclaim,2024-06-21,2024-06-24,172.5,158.7,198.37,2024-11-18,158.75,trail (30% off peak after +15%),99,-9.47,31.7
Krystal Integrated Services Ltd.,Mainboard,KRYSTAL,INE0QN801017,2,early pivot reclaim,2024-06-24,2024-06-25,860.0,791.2,989.0,2024-07-09,781.75,stop -8%,10,-10.1,0.0
Creative Graphics Solutions India Ltd.,SME,CGRAPHICS,INE0R7401011,3,early pivot reclaim,2024-06-25,2024-06-26,201.35,185.24,231.55,2024-06-28,180.2,stop -8%,2,-12.0,0.0
GP Eco Solutions India Ltd.,SME,GPECO,INE0S7E01015,1,early pivot reclaim,2024-06-25,2024-06-26,420.0,386.4,483.0,2024-06-28,368.35,stop -8%,2,-13.8,0.0
GEM Enviro Management Ltd.,SME,GEMENVIRO,INE0RUJ01013,1,early pivot reclaim,2024-06-27,2024-06-28,164.95,151.75,189.69,2024-08-01,221.8,trail (30% off peak after +15%),23,32.96,96.4
Falcon Technoprojects India Ltd.,SME,FALCONTECH,INE0PQK01013,1,early pivot reclaim,2024-06-27,2024-06-28,85.95,79.07,98.84,2024-07-03,76.2,stop -8%,3,-12.84,0.0
Dindigul Farm Product Ltd.,SME,DFPL,INE0S6R01027,1,early pivot reclaim,2024-06-28,2024-07-01,113.0,103.96,129.95,2024-07-19,100.35,stop -8%,13,-12.69,27.6
Medicamen Organics Ltd.,SME,MEDIORG,INE0PE401018,1,early pivot reclaim,2024-07-01,2024-07-02,159.4,146.65,183.31,2024-07-02,145.8,stop -8%,0,-10.03,0.0
Shivalic Power Control Ltd.,SME,SPCL,INE0T7B01010,1,early pivot reclaim,2024-07-02,2024-07-03,359.95,331.15,413.94,2024-07-18,327.95,stop -8%,10,-10.39,7.9
Sylvan Plyboard (India) Ltd.,SME,SYLVANPLY,INE01IH01015,1,early pivot reclaim,2024-07-02,2024-07-03,67.9,62.47,78.08,2024-09-11,93.9,trail (30% off peak after +15%),48,36.79,99.0
Mason Infratech Ltd.,SME,MASON,INE0SH001010,1,early pivot reclaim,2024-07-02,2024-07-03,101.85,93.7,117.13,2024-09-18,144.2,trail (30% off peak after +15%),53,40.08,107.9
Energy-Mission Machineries (India) Ltd.,SME,EMMIL,INE0S1L01013,3,early pivot reclaim,2024-07-03,2024-07-04,393.95,362.43,453.04,2024-07-10,361.7,stop -8%,4,-9.69,0.0
Allied Blenders & Distillers Ltd.,Mainboard,ABDL,INE552Z01027,1,early pivot reclaim,2024-07-03,2024-07-04,339.0,311.88,389.85,2024-07-18,310.2,stop -8%,9,-9.5,1.5
